"","barcode01.csv","barcode02.csv","barcode03.csv","barcode04.csv","barcode05.csv","barcode06.csv","barcode07.csv","barcode09.csv","barcode10.csv","barcode11.csv","barcode12.csv","barcode13.csv","barcode14.csv","barcode15.csv","barcode16.csv","barcode17.csv","barcode18.csv","barcode19.csv","barcode20.csv","barcode21.csv","barcode22.csv","barcode23.csv","barcode24.csv","barcode25.csv","barcode26.csv","barcode27.csv","barcode28.csv","barcode29.csv","barcode30.csv","barcode31.csv","barcode32.csv","barcode33.csv","barcode34.csv","barcode37.csv","barcode38.csv","barcode39.csv","barcode40.csv","barcode41.csv","barcode42.csv","barcode43.csv","barcode44.csv","barcode45.csv","barcode46.csv","barcode47.csv","barcode48.csv","barcode49.csv","barcode50.csv","barcode51.csv","barcode52.csv","barcode53.csv","barcode54.csv","barcode55.csv","barcode56.csv","barcode57.csv","barcode58.csv","barcode59.csv","barcode60.csv","barcode61.csv","barcode62.csv","barcode63.csv","barcode64.csv","barcode65.csv","barcode66.csv","barcode67.csv","barcode68.csv","barcode69.csv","barcode70.csv","barcode71.csv","barcode72.csv","barcode73.csv","barcode74.csv","barcode75.csv","barcode76.csv","barcode77.csv","barcode78.csv","barcode79.csv","barcode80.csv","barcode81.csv","barcode82.csv","barcode83.csv","barcode84.csv","barcode85.csv","barcode86.csv","barcode87.csv","barcode88.csv","barcode89.csv","barcode90.csv","barcode91.csv","barcode92.csv","barcode93.csv","barcode94.csv","barcode95.csv","barcode96.csv"
"k__Eukaryota_kgd_Incertae_sedis;p__Eukaryota_phy_Incertae_sedis;c__Eukaryota_cls_Incertae_sedis;o__Eukaryota_ord_Incertae_sedis;f__Eukaryota_fam_Incertae_sedis;g__Eukaryota_gen_Incertae_sedis;s__Eukaryota_sp",92,118,448,3,1,2,34895,29,20,567,1,18304,2,2,0,139,151,1,94536,17513,1,2221,1,106,0,2328,30932,6867,109,4,0,108,1,296,575,6839,1,106,1301,2720,50627,3,2217,7384,0,96,4,1,1,18813,29759,20776,0,93,221,1,8,2059,1,10,0,95,2665,1,2,100,3,1,7,97,8644,11401,113,11437,8883,0,0,134,1,15014,16061,1,2,0,0,118,293,4313,1,1,1,1,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Chaetothyriales_gen_Incertae_sedis;s__Chaetothyriales_sp",12,1,20,6,9,2,1,1,1,8,2,1,742,5,0,23,31,1,1,51,1,7,0,4,0,8,3607,5,2,2,0,1,1,47,1,1,0,1,1,1,1,14,6,1,0,2,1,132,2,1,1,69,0,3,3,5,1,3,1,0,1,1,1,467,6,1,576,0,0,1,1,1,0,2,4,0,1,1,2,1,1,9,3,0,0,1,11,1,1,18,3,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Sarcinomyces;s__Sarcinomyces_crustaceus",2,0,0,10323,4,17,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1220,0,2,0,0,0,28,3,0,0,0,1,4,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4,1,0,1,1,262,0,0,0,2,2,12,1,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_fam_Incertae_sedis;g__Sarcinomyces;s__Sarcinomyces_sp",1,0,0,83,0,0,12,0,0,0,0,1,3,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,1,2,63,0,0,0,3,0,0,1,1,0,0,0,0,1,6058,0,0,0,0,0,13,0,1,0,1,0,0,0,0,444,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,3146,2,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala;s__Exophiala_sp",1,2,198,141,2,2,2,0,0,2,1,1,2,435,0,1,1,4,5821,11509,2,1,0,1,0,1,3,1,5,8,0,1,2,1,1,1,0,15,25,952,4,1,1,5,0,1,1,7,1,2,1,3,0,17,2,1,1,1,6,0,0,1,103,4,1,1,2,0,0,10,1,1,0,1,16,0,0,3,1,21,49,1,1,0,0,16,1,4,27,1,5,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Herpotrichiellaceae_gen_Incertae_sedis;s__Herpotrichiellaceae_sp",13,23,1,20455,1,1,1,2,2,103,1,1,2,2,0,4,2,294,13,1,4577,5,0,1,0,1,1,2,3,2,0,2,1,1,5,1,0,1,2,2,2,2,7,1,0,2,49,7,16,64,1,15,0,5,2,23,1,1,3,0,0,1,2,2,8,1,27,0,0,1,1,1,0,1,1,0,0,3,1,3,2,22,3,0,0,1,1,1,18,1,2,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_chrysogenum",2,1,1,3,2,11,10,0,0,1,18758,1,12,1,0,2,2,6,1,2,31,1,0,1,0,1,1,2,2,1,0,0,0,74,0,12,0,0,1,1,1,1182,1,1,0,1,1,7,5,8,1,6,0,0,0,1,3528,13,92,0,0,0,1,1,1,1,465,0,0,0,4,9264,0,1,1,0,0,3,1,1,7,7,2,0,0,1,1,1,1,1,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_chrzaszczii",1,0,0,3,13,0,1,0,0,0,1,0,2,61,0,0,0,2,0,1,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,2,0,1,3,0,2,0,0,2,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,13,0,0,0,0,2899,0,0,0,1,0,0,0,0,0,1,28,215,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_cosmopolitanum",1,4,4,1,1,2,1,0,1,2,2,1843,33,1,0,1,9,1,2,4,13,55,0,1,0,322,1,1,1,1,0,1,9,0,2,1,0,1,1,2,70,1,4,1,0,0,2,6,1,2,1,1,0,0,37,1,6,3,10,0,0,1,1,4,1,18,6,0,0,1,1,2,0,1,1,0,0,4,6,23,432,2,2,0,0,2,3,1,1,2,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_glabrum",1,1,2,3573,1,4,1,0,2,5,1,82,3,3,0,3,1,5,2,2,1,1,0,1,0,1,1,1,20,19,0,1,1,1,1,1,0,1,1,53,1,16,2,60,0,1,319,1,1899,1,1,2,0,1,2,2,2,1,3,0,0,5,5,1,1,1,3,0,3,2,1,1,0,1,163,0,0,1,4,1,15,1,5,0,0,1,48,230,3550,2,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_miczynskii",2,1,65,5,1,1,5,0,3,1,2,2,1,456,0,3,1,2,1,1,5,1,0,0,0,1,1,4,1,0,0,0,1,1,1,1,0,0,2,12,8,1,4,4,0,3,8,2,73,473,1,1,0,1,1,3,3,1,3,0,0,1,2,1,1,0,1,0,0,1,0,5,0,1,8,0,0,1,1,1,2,321,1,0,0,1,1,14,5,1,6,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_neomiczynskii",1,2,1,7,226,1,6,0,0,0,1,1,1,3531,0,1,3,858,11,52,0,2,0,1,0,9,3,2,0,0,0,0,0,0,43,0,0,1,0,0,3,2,13,9,0,0,1,48,25,25,1,166,0,0,0,470,1,1,1,0,0,0,17,3,93,1,1,0,0,0,1,1,0,1,1487,0,0,0,2,1,0,13,4,0,0,0,1,25,2,2,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_odoratum",1,0,0,2,11,1,2,0,0,0,4,10,1,1,0,0,1,2,2,2857,0,39,0,0,0,3,1,16,0,4,0,1,1,4,0,0,0,0,0,2,0,1,183,3,0,0,3,3,0,20,1,1,0,0,2,0,0,1,22,0,0,0,4,0,0,0,1,0,0,1,646,3,0,0,14,0,0,1,1070,1,4,1,1,0,0,0,0,5,1,1,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_paradoxum",2,2,8,1,14,3,1,0,0,1,2682,1,2,13,0,3,1,3,1,48,5,4,0,3,0,1299,1,245,2,4,0,3,1,4,6,1,0,2,1,10,5,1,1,2,0,1,4,63,23,29,1247,3,0,0,1,1,5,1,4,0,0,1,5,5,5,1,7396,0,0,1,28,2,0,9,7,0,0,0,4,2,4,1,1,0,0,1,1,8,1,2,989,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_sp",14,1,1,6,7,1,2,1,1,1,9,1,9685,1452,0,1,1,1,1,2,1,5,0,1,0,2,71,21,1,1,0,2,2,1,8,1,0,2,1,1,1,6,117,1,0,2,7,2,50,20,54,8296,0,2,1,2,1,3,13,3,0,2,30,2,22,2,7,0,0,1,35,6,1,3,2,1,0,2,8,55,2,5,1,0,0,1,14,8,1,3,3,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_spinulosum",1,0,1,1,9,1,70,0,0,1,1,1,503,5,0,1,1,4,1,1,11,0,0,0,0,2,5,16,1,1,0,0,0,2,1,1,0,2,1,1,1,10,56,1,0,1,2,1,2,1,26,1,0,1,9,1,1,1,4,0,0,1,452,1,7,4,1,0,0,3,0,1,0,0,1,0,0,0,1,3,1,9,2,0,0,5,3,1,2,2,2,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_thomii",3,6,4,2,3,1,1,0,0,24,13,998,38,7,0,1,1,2,12,2,1,2,0,1,0,6,8416,14,0,1,0,1,1,1,1,2,0,1,22,1,1012,1,4,2,0,2,1,1524,5,2,47,2,0,1,1,3,125,9,6,0,0,1,2,1,6,1,2,0,4,1,6,2,0,1,1,0,0,169,4,228,1,2,378,0,0,1,1,1,2,2,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_ubiquetum",1,0,0,18,4,2,3,0,0,0,3,47,95,1,0,0,0,84,1,1,1,2,0,2,0,2,3,13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,166,0,1,28,7,8,11,23,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,7,0,0,0,25,0,1,1,7,0,0,0,1,104,2572,1,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__Penicillium_westlingii",1,2,0,1,4,73,2,0,0,0,0,23,225,3,0,1,1,2,2,1,3,0,0,0,0,5,4,2,1,0,0,0,0,0,1,1,0,0,1,4,0,2,14,1,0,18,1,14,1,1,6,1,0,1,1,4,0,1,7,0,0,0,93,1,1,0,3,0,0,11,13,3,0,1,2186,0,0,0,287,3,0,8,26,0,0,0,1,1,1,11162,90,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces;s__Talaromyces_rademirici",3,1,1,6,4,1,1,0,0,1,3,17,2,5,0,0,2,9,1,9,1,23,0,1,0,3,1,1,2,1,0,0,1,0,1,0,0,1,0,3,4,1,4,1,0,2,1,1,1,3,28,0,0,1,1,20,4,2,1,0,0,13,74,45,1,0,1,0,0,1,1,1,0,1,1,3,0,1,9,1,18,1,23,0,0,1,1,2,1,527,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetes_ord_Incertae_sedis;f__Eurotiomycetes_fam_Incertae_sedis;g__Eurotiomycetes_gen_Incertae_sedis;s__Eurotiomycetes_sp",2,1,3,2,3,2,1,3,0,9,2,34,10,1,0,1,1,2,1,1,1,8,0,2,0,93,2,1,1,1,0,1,0,12,3,19,0,3,1,3,1,3846,4,1,0,0,1,17,2,115,10,368,0,1,1,44,22,1,4,0,0,0,44,11,1,1,1,0,0,1,1,1,1,1,1,0,0,1,4,3,1,261,9,0,0,1,3,3,515,38,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Mycocaliciaceae;g__Chaenothecopsis;s__Chaenothecopsis_pusilla",8,1,3,1,3,1,1,0,1,1,6,1,1,1,0,5,1,1,166,3,1,1,0,19,0,1,7,2,1,2,0,4,2,1,54,2,0,1,1,1,14,3,505,1611,0,3,8,2,521,1,4,1,0,2,2,146,5,1,2,2,0,2,1,4,7,1,3,0,0,7,151,1,0,2,7,0,0,1,1,1,2,2,1,0,0,2,4,474,1,85,3,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Mycocaliciales;f__Mycocaliciaceae;g__Chaenothecopsis;s__Chaenothecopsis_savonica",3,1,2,1,410,1,3,0,0,1,1,33,309,2,0,1,1,1,6,4,693,1,0,1,0,1,13,9,2,1,0,1,1,0,1,8,0,0,1,1,8,2051,35,5,0,1,2,1,2,2,7,4,0,10,0,1,5,2,2,1,0,3,9,2,1,3,62,0,0,3,2,182,0,1,1,0,0,0,1,451,2,4,1,0,0,1,1,9,12,255,9,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Celotheliaceae;g__Celerioriella;s__Celerioriella_umnquma",1,0,0,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Phaeomoniellales;f__Phaeomoniellales_fam_Incertae_sedis;g__Phaeomoniellales_gen_Incertae_sedis;s__Phaeomoniellales_sp",1,3,1,11,2,1,1,0,1,2,2,3,4,50,0,8,1,12,19179,1,25,2,0,1,0,2,5,5,1,2,0,1,1,1,1,1,0,1,1,1,1,1,2,3,0,2,1,107,1,5,161,32,1,2,1,1,5,1,1,0,0,10,5,1,1,5,1,0,0,1,1,10,0,2,8,0,0,2,24,1,1,10,2,0,0,1,1,1,2,2,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria;s__Verrucaria_sp",1,0,1,56,4,0,22,0,0,0,12,1,4,1,0,0,0,1,9,1,241,1,0,0,0,2,3768,2817,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1,9,3,1,3,0,0,0,2,1,1,1,0,0,2,2,66,222,0,1,0,0,0,1,213,0,1,2,0,0,0,3,1,1,3,37,0,0,0,1,3,2,14,1,0,0
"k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucariaceae_gen_Incertae_sedis;s__Verrucariaceae_sp",1,11,3,6,13623,13,4,6,0,1,1,1,237,1,0,2,1,1,7,1,33,1,0,1,0,1,2,1,1,2,0,0,1,1,4,1,0,11,2,1,25664,20,52,1,0,13,2,1,1,658,1,1,0,2,1,3,1,1,2,1,0,1,54,20,2,1,1,0,0,1,2,10,0,1,1,0,0,1,52,3,173,2,1,0,0,2,1,2,1,332,5,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Baeomycetales;f__Baeomycetales_fam_Incertae_sedis;g__Baeomycetales_gen_Incertae_sedis;s__Baeomycetales_sp",1,0,0,4,1,0,0,0,0,0,7,24692,1,15,0,0,0,1,0,547,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,8,19216,1,1,0,0,0,0,0,4,0,0,0,0,0,131,0,1,0,0,0,0,0,0,5,0,0,220,0,0,0,1,2,7,7,1153,0,0,0,9,1,1,2,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Baeomycetales;f__Trapeliaceae;g__Trapeliopsis;s__Trapeliopsis_flexuosa",1,1,55,1,3,1,5,0,0,1,2,1,1,1,0,25,0,8,1,15,14,1,0,0,0,1,2,1,0,0,0,0,0,8,3,1,0,0,1,49,1,8,15,633,0,1,10,10,1,3,5,2,0,16,0,2,171,4,1,0,0,2,4,8,3,4,44,0,0,1,1,1,0,1,1,0,0,0,11,2302,25,18,1,0,0,1,0,149,14,3,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Baeomycetales;f__Xylographaceae;g__Xylographa;s__Xylographa_vitiligo",1,0,1,2,17,1,6,0,0,0,181,4,3,1,0,1,0,1,6,46,2,0,0,2,0,7,1,1,0,3,0,0,0,0,0,1,0,1,2,1,1,2,9,1,0,0,3,5,3,1,2,0,0,0,1,0,6,0,47,0,0,1,4,886,47,1,3,0,0,2,0,1,0,0,1,0,0,0,9,1,9,1,3,0,0,1,1,2,3,2,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Caliciales;f__Caliciaceae;g__Calicium;s__Calicium_glaucellum",14,16,1,3,1,1,4,1,1,1,10,1,3100,2,1,1,4,3,1,43,14,1,0,2,0,1,1,4,1,1,0,2,1,1,1,1,0,2,2,1,2,1,1,16,0,1,2,5,2,7,3,1,0,3,1,4,16,2,1,1,0,1,927,2,43,2,1,0,0,1,2489,1,0,1,4,0,0,2,1,2,6,1,134,0,0,2,1,1,1,1,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia;s__Cladonia_acuminata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia;s__Cladonia_borealis",1,1,2,9,2,1,3,0,0,0,30,2,4,0,0,1,2,1,11,9,0,34,0,0,0,12,1,799,0,0,0,1,3,2,0,0,0,0,2,2,1,47,1,4,0,1,1,0,1,15,1,5,0,0,1,124,14,0,1,0,0,0,5199,1,7711,0,189,0,0,0,1,4,0,0,533,0,0,3,70,1,1,1,4,0,0,0,1,43,1,367,38,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia;s__Cladonia_coniocraea",1,5,4,3,2,1,5,0,1,1,10,1,42,1,0,18,1,1,9,21,1,1,0,20,0,1,2,24,3,2,0,16,3,13,20,1,0,1,1,10,4,31,7,3,0,1,67,4,1,1,2510,1,0,1,1,9,15039,6,1,1,0,1,54,3,7,2,11,0,0,1,34,1,0,2,3324,0,0,1,1090,3,1,1,5,0,0,13,2,12,1,3,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia;s__Cladonia_cryptochlorophaea",2,0,1,2006,1,6,19,0,0,1,9,8319,0,1,0,0,0,1,21,1,2,0,0,3,0,1,3,1,0,1,0,0,0,2,1,6,0,0,6,1,3,1,3,1,0,0,2,1,1,5,10,0,0,0,2,0,1,0,7,0,0,0,5,1,1,0,46,0,0,0,0,681,0,1,1,0,0,1,6,0,8,1,0,0,0,0,2,3,23,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Lepraria;s__Lepraria_jackii",6,3,1,2,4906,1,2,4,1,1,7,1,1,1,0,1,1,6,9600,5,8,9,0,2,0,3,34923,1,2,1,0,1,1,4,2,1,0,11,4,1,5,5,1,2,0,2,1,1,1,2,23,1,0,1,1,8,2,1,4,2,0,1,97,1,1,19,16,0,0,2,270,8,0,1,1,0,0,1,270,11,4,1044,28,0,0,3,1,5,1,7,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Hypogymnia;s__Hypogymnia_physodes",7,1,10,5,1,1,1,1,7,1,2,11,126,1,0,1,2,1,1,27,1,23,0,1,0,4,6,1,1,2,0,1,13,1,1,1,0,1,7,31,894,1,64,1,0,1,6,1,51,99,1,1,0,1,4,7,1,3,18,1,0,1,116,2,4,1,8,0,0,3,2,1,0,1,1,0,0,1,144,5,2,41,5,0,0,2,1,2,4,1,3,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Usnea;s__Usnea_hirta",1,0,0,244,0,0,0,0,0,0,4,0,0,5,0,0,0,2,239,242,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,249,33,0,0,0,0,2,0,0,0,0,0,0,0,15,0,2,0,0,0,0,3,0,0,2,0,0,0,0,2,0,36,4,0,0,0,0,4,1,0,0,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Pilocarpaceae;g__Micarea;s__Micarea_microareolata",2,2,1,4778,2,1,2,0,0,14,1176,60,1,1,0,0,22,2,13,510,2414,2,0,0,0,1,1,4,0,5,0,1,1,0,1,0,0,1,1,2,1,1,5,1,0,1,17,2,1,1,1,23,0,0,1,2,5,0,1,0,0,3,25,1,1,2,2,0,0,0,1051,2,0,1,53,0,0,0,165,1,161,24,364,0,0,1,0,3,2,3984,2,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Scoliciosporaceae;g__Scoliciosporum;s__Scoliciosporum_fabisporum",1,0,1,4593,9,10,12,1,0,3,3,1,1,18,0,1,2,2,2,90,1,1,0,0,0,2,7,1,2,6,0,0,0,1,0,4,0,0,2,1,11,2,18,30,0,0,2,63,4,4,2,1,0,0,1,1,35,0,1,0,0,0,17,1,1,0,1,0,0,2,1,2,0,1,15,0,0,1,16,2,1,22,1,0,0,0,1,1,2,1,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea_hypopta",1,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,1,2,14,3,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,8,8200,0,0,2,0,0,0,6,3,3,1,1,0,0,0,2,3,1,2,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea_nylanderi",2,1,1,30,7,1,3,1,0,1,3,1,5,11,0,2,3,74,1,1,2,14,0,1,0,1,15,1995,0,8,0,18,0,1,1,7,0,1,3,2,1,1,1,1,0,2,1,1,5,3,14,34,0,1,3,0,1,1,2,0,0,0,47,1318,1,0,233,0,0,2,6,1,6,6,12,0,0,1,5,251,4,3,10,0,0,1,1,2,3,2,211,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecideales;f__Lecideaceae;g__Lecidea;s__Lecidea_turgidula",1,1,1,35,1,4,3,0,0,0,3,3,1,1,0,0,29,3,6,7,1,2,0,3,0,74,1,2,1,0,0,5,1,1,1,1,0,1,2,2,8,147,5,1,0,0,7,1,1,11,4,16,0,1,0,111,1,0,4,1,0,2,330,3,1,0,8,0,0,4,1,1,0,11,14,0,0,1,105,1,1,23,2,0,0,0,2,54,1,1,2,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;f__Spirographaceae;g__Spirographa;s__Spirographa_fusisporella",1,1,4,1,1,1,11,1,0,1,1,3728,1,1,0,0,0,2,1,3,2,2,0,1,0,1,3,1,6,1,0,0,0,14,2,0,0,2,2,3,12,4,1,16,0,0,1,1,4,1,1,26,0,0,0,21,3,1,1,0,0,1,1,11,2,18,1,0,0,23,6,1,0,5,1,0,0,1,263,1,19760,1,1,0,0,19,0,2,1,1,1,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Pertusariales;f__Ochrolechiaceae;g__Ochrolechia;s__Ochrolechia_microstictoides",1,3,0,24001,1,3,12,7,0,0,34441,1,5,2,0,1,2,1,16778,2244,1,12,0,2,0,4,5,4,1,1,0,0,0,1,3,1,0,0,5,29,1,1,12,3,0,2,4,15,1,1,6,12,0,0,2,45,4098,0,1,0,0,1,4,2,11760,1,2246,0,0,0,2,4,0,1,5,0,0,1,12,1,1,393,11,0,0,1,1,4,1,2,3,0,0
"k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Umbilicariales;f__Ophioparmaceae;g__Hypocenomyce;s__Hypocenomyce_scalaris",3,2,2,1,1,1,7,0,1,0,1,3,2,3,0,1,2,1,1,1,2,27,0,0,0,1,570,136,14,1,0,1,3,13,1,0,0,0,1,1,2,7,202,1,0,0,3,3,5,5,6,11,0,0,1,0,23,0,5,0,0,0,25,2,1,1,1,0,0,0,1,6,0,1,2,0,0,1,12,4,8,2,1,0,0,0,2,11,5654,175,2,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ascocorticiaceae;g__Ascocorticium;s__Ascocorticium_anomalum",4,4,1,3,9,6,14,1,2,10,1,2,1,105,0,1,2,1,2,2,22336,1,0,1,0,3,1,4,3,1,0,1,9,1,123,1,0,4,7,1,3,2,14,19,0,1,4,1,3,6,2,6,0,2,2,1,9,6,1,0,0,1,2,2,7,1,12,0,0,3,3,12,0,1,1,0,0,1,3,1,21,5,5,0,0,2,1,2,290,1,1,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Ascocorticiaceae;g__Ascocorticium;s__Ascocorticium_sp",1,1,2,1,1,1,1,1,2,1,35,8,1,37,0,1,1,1,4,6,1,6,0,1,0,1,1,6,2,1,0,1,2,47,752,2,0,1,1,4,1,3,1,7,0,24,2,17,2,1,7,1,0,1,2,1,2,4,2,0,0,1,891,1,2,1,5,0,0,3,1,1,0,16,3,0,0,1,1910,6,2,1,2,0,0,1,1,2,165,1,2,0,0
"k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Cenangiaceae;g__Crumenulopsis;s__Crumenulopsis_pinicola",2,1,1,10,4,2,4,0,0,1,3,3,1,2,0,0,0,8,6,12,2,0,0,1,0,7,1,1,22,5,0,2,1,65,35,6,0,1,1,2,3,14,1,1,0,1,1,3,2,1,3,1,0,0,1,10,2,13,1,0,0,1,1,2,4,0,691,0,0,1,3,1,0,2,2,0,0,0,11269,1,3,2,1,0,0,3,3,2,58,1,2,0,0
